City,Date,Month,Predicted Temperature (°C),Predicted Units Consumed (kWh)
Satna,2025-08-23,August,28.12,555.29
Satna,2025-08-24,August,30.03,482.63
Satna,2025-08-25,August,32.76,471.86
Satna,2025-08-26,August,28.04,451.08
Satna,2025-08-27,August,29.18,529.55
Satna,2025-08-28,August,34.88,564.03
Satna,2025-08-29,August,28.73,550.29
Satna,2025-08-30,August,29.71,577.63
Satna,2025-08-31,August,32.08,506.46
Satna,2025-09-01,September,33.96,499.77
Satna,2025-09-02,September,29.42,509.58
Satna,2025-09-03,September,33.59,597.98
Satna,2025-09-04,September,28.56,452.59
Satna,2025-09-05,September,33.13,507.11
Satna,2025-09-06,September,33.75,569.69
Satna,2025-09-07,September,32.26,560.85
Satna,2025-09-08,September,34.98,581.81
Satna,2025-09-09,September,29.23,536.49
Satna,2025-09-10,September,28.85,535.98
Satna,2025-09-11,September,32.78,472.43
Satna,2025-09-12,September,34.12,473.22
Satna,2025-09-13,September,30.08,521.09
Satna,2025-09-14,September,29.5,465.61
Satna,2025-09-15,September,33.82,486.33
Satna,2025-09-16,September,28.07,535.42
Satna,2025-09-17,September,30.13,455.55
Satna,2025-09-18,September,33.62,485.93
Satna,2025-09-19,September,33.73,535.92
Satna,2025-09-20,September,32.34,531.43
Satna,2025-09-21,September,32.26,568.88
Satna,2025-09-22,September,30.12,555.48
Satna,2025-09-23,September,30.66,472.49
Satna,2025-09-24,September,31.88,553.71
Satna,2025-09-25,September,29.13,547.37
Satna,2025-09-26,September,28.52,577.94
Satna,2025-09-27,September,31.08,564.36
Satna,2025-09-28,September,28.99,571.36
Satna,2025-09-29,September,28.32,457.18
Satna,2025-09-30,September,29.24,509.4
Satna,2025-10-01,October,22.29,374.61
Satna,2025-10-02,October,24.4,351.08
Satna,2025-10-03,October,22.49,447.19
Satna,2025-10-04,October,25.96,465.82
Satna,2025-10-05,October,26.86,494.35
Satna,2025-10-06,October,25.41,414.99
Satna,2025-10-07,October,22.38,396.12
Satna,2025-10-08,October,20.7,358.51
Satna,2025-10-09,October,21.15,470.34
Satna,2025-10-10,October,23.82,383.55
Satna,2025-10-11,October,25.17,383.84
Satna,2025-10-12,October,23.37,367.05
Satna,2025-10-13,October,25.83,353.8
Satna,2025-10-14,October,20.36,392.07
Satna,2025-10-15,October,24.46,416.13
Satna,2025-10-16,October,22.82,451.56
Satna,2025-10-17,October,27.21,394.73
Satna,2025-10-18,October,22.65,449.47
Satna,2025-10-19,October,27.25,440.15
Satna,2025-10-20,October,21.08,453.35
Satna,2025-10-21,October,26.97,355.59
Satna,2025-10-22,October,25.11,499.8
Satna,2025-10-23,October,21.39,350.92
Satna,2025-10-24,October,22.21,470.39
Satna,2025-10-25,October,27.96,454.02
Satna,2025-10-26,October,21.64,371.6
Satna,2025-10-27,October,27.84,440.91
Satna,2025-10-28,October,20.25,415.96
Satna,2025-10-29,October,21.05,466.72
Satna,2025-10-30,October,24.11,487.89
Satna,2025-10-31,October,23.16,366.26
Satna,2025-11-01,November,23.71,402.88
Satna,2025-11-02,November,26.35,373.87
Satna,2025-11-03,November,23.68,451.59
Satna,2025-11-04,November,20.49,476.14
Satna,2025-11-05,November,20.78,479.81
Satna,2025-11-06,November,24.11,355.79
Satna,2025-11-07,November,21.69,435.93
Satna,2025-11-08,November,20.22,410.6
Satna,2025-11-09,November,24.23,473.11
Satna,2025-11-10,November,23.29,388.36
Satna,2025-11-11,November,26.79,381.14
Satna,2025-11-12,November,26.0,483.64
Satna,2025-11-13,November,25.08,474.67
Satna,2025-11-14,November,27.64,465.83
Satna,2025-11-15,November,20.13,436.88
Satna,2025-11-16,November,24.2,422.8
Satna,2025-11-17,November,20.91,377.71
Satna,2025-11-18,November,26.18,456.42
Satna,2025-11-19,November,20.8,472.23
Satna,2025-11-20,November,25.62,460.1
Satna,2025-11-21,November,21.97,409.83
Satna,2025-11-22,November,25.67,436.03
Satna,2025-11-23,November,26.0,495.62
Satna,2025-11-24,November,21.54,412.23
Satna,2025-11-25,November,24.26,425.06
Satna,2025-11-26,November,21.36,379.59
Satna,2025-11-27,November,23.36,464.73
Satna,2025-11-28,November,27.43,459.56
Satna,2025-11-29,November,20.51,353.48
Satna,2025-11-30,November,26.53,361.67
Satna,2025-12-01,December,21.59,428.53
Satna,2025-12-02,December,22.52,445.09
Satna,2025-12-03,December,24.84,361.56
Satna,2025-12-04,December,22.28,465.37
Satna,2025-12-05,December,23.85,450.91
Satna,2025-12-06,December,24.36,414.25
Satna,2025-12-07,December,23.16,419.28
Satna,2025-12-08,December,25.68,395.92
Satna,2025-12-09,December,27.62,478.67
Satna,2025-12-10,December,20.45,369.0
Satna,2025-12-11,December,20.71,457.6
Satna,2025-12-12,December,24.2,463.1
Satna,2025-12-13,December,24.49,388.63
Satna,2025-12-14,December,20.18,395.03
Satna,2025-12-15,December,24.05,458.06
Satna,2025-12-16,December,23.26,377.65
Satna,2025-12-17,December,22.98,414.66
Satna,2025-12-18,December,26.53,366.62
Satna,2025-12-19,December,23.73,350.6
Satna,2025-12-20,December,24.59,466.88
Satna,2025-12-21,December,24.55,430.53
Satna,2025-12-22,December,26.54,476.56
Satna,2025-12-23,December,26.15,421.85
Satna,2025-12-24,December,23.06,381.37
Satna,2025-12-25,December,23.17,408.42
Satna,2025-12-26,December,20.47,445.46
Satna,2025-12-27,December,23.51,436.3
Satna,2025-12-28,December,22.62,371.69
Satna,2025-12-29,December,23.05,477.43
Satna,2025-12-30,December,21.83,447.37
Satna,2025-12-31,December,21.81,352.85
Ratlam,2025-01-01,January,23.73,404.79
Ratlam,2025-01-02,January,27.99,442.45
Ratlam,2025-01-03,January,24.57,439.61
Ratlam,2025-01-04,January,20.5,383.57
Ratlam,2025-01-05,January,22.53,474.86
Ratlam,2025-01-06,January,22.54,420.21
Ratlam,2025-01-07,January,22.18,443.32
Ratlam,2025-01-08,January,24.11,476.33
Ratlam,2025-01-09,January,26.14,474.45
Ratlam,2025-01-10,January,22.96,414.01
Ratlam,2025-01-11,January,26.13,408.39
Ratlam,2025-01-12,January,22.17,366.16
Ratlam,2025-01-13,January,24.05,438.73
Ratlam,2025-01-14,January,20.01,454.76
Ratlam,2025-01-15,January,22.0,467.09
Ratlam,2025-01-16,January,25.07,365.15
Ratlam,2025-01-17,January,20.17,387.36
Ratlam,2025-01-18,January,22.31,371.23
Ratlam,2025-01-19,January,27.99,450.89
Ratlam,2025-01-20,January,22.25,393.58
Ratlam,2025-01-21,January,25.55,446.51
Ratlam,2025-01-22,January,22.46,478.81
Ratlam,2025-01-23,January,25.73,430.17
Ratlam,2025-01-24,January,24.35,407.87
Ratlam,2025-01-25,January,20.17,466.21
Ratlam,2025-01-26,January,22.72,480.17
Ratlam,2025-01-27,January,25.53,362.15
Ratlam,2025-01-28,January,26.47,448.99
Ratlam,2025-01-29,January,20.19,381.9
Ratlam,2025-01-30,January,24.36,369.7
Ratlam,2025-01-31,January,26.6,469.64
Ratlam,2025-02-01,February,23.81,420.69
Ratlam,2025-02-02,February,21.98,440.63
Ratlam,2025-02-03,February,20.98,396.35
Ratlam,2025-02-04,February,25.03,488.24
Ratlam,2025-02-05,February,20.48,357.12
Ratlam,2025-02-06,February,25.54,480.05
Ratlam,2025-02-07,February,26.93,400.0
Ratlam,2025-02-08,February,27.63,381.93
Ratlam,2025-02-09,February,27.73,424.54
Ratlam,2025-02-10,February,25.79,377.88
Ratlam,2025-02-11,February,21.72,409.63
Ratlam,2025-02-12,February,20.62,481.67
Ratlam,2025-02-13,February,22.38,465.77
Ratlam,2025-02-14,February,22.56,421.27
Ratlam,2025-02-15,February,26.54,414.22
Ratlam,2025-02-16,February,20.81,448.48
Ratlam,2025-02-17,February,23.94,440.21
Ratlam,2025-02-18,February,21.11,426.69
Ratlam,2025-02-19,February,23.53,366.66
Ratlam,2025-02-20,February,23.96,440.77
Ratlam,2025-02-21,February,26.91,496.45
Ratlam,2025-02-22,February,23.51,417.67
Ratlam,2025-02-23,February,20.09,368.91
Ratlam,2025-02-24,February,22.5,447.61
Ratlam,2025-02-25,February,24.55,360.99
Ratlam,2025-02-26,February,22.77,364.23
Ratlam,2025-02-27,February,23.25,427.08
Ratlam,2025-02-28,February,20.03,472.43
Ratlam,2025-03-01,March,32.75,525.13
Ratlam,2025-03-02,March,29.15,536.77
Ratlam,2025-03-03,March,29.83,548.54
Ratlam,2025-03-04,March,30.94,586.68
Ratlam,2025-03-05,March,33.69,450.74
Ratlam,2025-03-06,March,33.62,510.08
Ratlam,2025-03-07,March,33.05,488.95
Ratlam,2025-03-08,March,31.54,490.9
Ratlam,2025-03-09,March,28.79,499.96
Ratlam,2025-03-10,March,34.69,535.22
Ratlam,2025-03-11,March,30.71,592.23
Ratlam,2025-03-12,March,29.49,561.61
Ratlam,2025-03-13,March,29.08,547.09
Ratlam,2025-03-14,March,31.15,476.07
Ratlam,2025-03-15,March,34.88,450.26
Ratlam,2025-03-16,March,31.9,492.25
Ratlam,2025-03-17,March,31.18,576.07
Ratlam,2025-03-18,March,29.63,587.01
Ratlam,2025-03-19,March,30.23,467.26
Ratlam,2025-03-20,March,31.53,472.54
Ratlam,2025-03-21,March,29.35,550.08
Ratlam,2025-03-22,March,34.63,594.04
Ratlam,2025-03-23,March,28.87,464.85
Ratlam,2025-03-24,March,33.78,546.82
Ratlam,2025-03-25,March,30.92,454.11
Ratlam,2025-03-26,March,32.34,465.62
Ratlam,2025-03-27,March,31.1,571.27
Ratlam,2025-03-28,March,30.45,473.33
Ratlam,2025-03-29,March,28.97,450.47
Ratlam,2025-03-30,March,32.19,516.23
Ratlam,2025-03-31,March,31.75,599.07
Ratlam,2025-04-01,April,37.8,720.52
Ratlam,2025-04-02,April,40.82,573.94
Ratlam,2025-04-03,April,37.39,562.53
Ratlam,2025-04-04,April,38.94,551.42
Ratlam,2025-04-05,April,43.34,660.65
Ratlam,2025-04-06,April,42.05,739.14
Ratlam,2025-04-07,April,42.74,699.01
Ratlam,2025-04-08,April,38.77,722.45
Ratlam,2025-04-09,April,39.59,695.65
Ratlam,2025-04-10,April,43.23,692.68
Ratlam,2025-04-11,April,38.52,603.39
Ratlam,2025-04-12,April,38.91,564.31
Ratlam,2025-04-13,April,37.43,675.43
Ratlam,2025-04-14,April,40.48,619.76
Ratlam,2025-04-15,April,37.21,643.85
Ratlam,2025-04-16,April,43.04,698.31
Ratlam,2025-04-17,April,38.7,636.58
Ratlam,2025-04-18,April,36.07,661.67
Ratlam,2025-04-19,April,43.58,702.26
Ratlam,2025-04-20,April,43.65,699.98
Ratlam,2025-04-21,April,39.65,737.7
Ratlam,2025-04-22,April,41.6,729.54
Ratlam,2025-04-23,April,43.51,577.03
Ratlam,2025-04-24,April,38.22,707.34
Ratlam,2025-04-25,April,38.3,585.49
Ratlam,2025-04-26,April,41.22,622.71
Ratlam,2025-04-27,April,39.78,698.39
Ratlam,2025-04-28,April,42.28,698.61
Ratlam,2025-04-29,April,35.53,550.93
Ratlam,2025-04-30,April,42.52,733.14
Ratlam,2025-05-01,May,36.01,624.73
Ratlam,2025-05-02,May,36.41,721.85
Ratlam,2025-05-03,May,41.26,729.02
Ratlam,2025-05-04,May,41.32,640.88
Ratlam,2025-05-05,May,34.72,670.9
Ratlam,2025-05-06,May,41.38,730.8
Ratlam,2025-05-07,May,35.2,559.53
Ratlam,2025-05-08,May,39.04,600.87
Ratlam,2025-05-09,May,42.08,664.77
Ratlam,2025-05-10,May,34.83,680.84
Ratlam,2025-05-11,May,34.84,707.38
Ratlam,2025-05-12,May,35.17,593.91
Ratlam,2025-05-13,May,43.52,588.78
Ratlam,2025-05-14,May,43.78,595.07
Ratlam,2025-05-15,May,38.62,628.23
Ratlam,2025-05-16,May,38.19,607.92
Ratlam,2025-05-17,May,42.86,629.01
Ratlam,2025-05-18,May,41.49,621.6
Ratlam,2025-05-19,May,43.33,660.77
Ratlam,2025-05-20,May,41.43,621.07
Ratlam,2025-05-21,May,42.15,741.56
Ratlam,2025-05-22,May,40.79,661.92
Ratlam,2025-05-23,May,43.31,611.63
Ratlam,2025-05-24,May,42.29,719.14
Ratlam,2025-05-25,May,34.63,634.96
Ratlam,2025-05-26,May,35.47,583.07
Ratlam,2025-05-27,May,36.62,695.56
Ratlam,2025-05-28,May,42.51,614.96
Ratlam,2025-05-29,May,38.92,663.9
Ratlam,2025-05-30,May,36.42,599.55
Ratlam,2025-05-31,May,36.44,684.85
Ratlam,2025-06-01,June,38.37,582.21
Ratlam,2025-06-02,June,35.2,592.62
Ratlam,2025-06-03,June,39.42,717.58
Ratlam,2025-06-04,June,43.93,667.21
Ratlam,2025-06-05,June,36.34,550.02
Ratlam,2025-06-06,June,35.96,563.09
Ratlam,2025-06-07,June,43.96,703.19
Ratlam,2025-06-08,June,34.39,573.63
Ratlam,2025-06-09,June,38.8,619.16
Ratlam,2025-06-10,June,37.65,692.47
Ratlam,2025-06-11,June,41.78,644.12
Ratlam,2025-06-12,June,39.85,563.9
Ratlam,2025-06-13,June,41.45,648.67
Ratlam,2025-06-14,June,41.61,631.24
Ratlam,2025-06-15,June,34.0,554.62
Ratlam,2025-06-16,June,36.06,687.41
Ratlam,2025-06-17,June,43.94,714.96
Ratlam,2025-06-18,June,35.42,678.45
Ratlam,2025-06-19,June,40.31,594.67
Ratlam,2025-06-20,June,37.45,552.12
Ratlam,2025-06-21,June,37.17,586.28
Ratlam,2025-06-22,June,37.75,676.76
Ratlam,2025-06-23,June,35.69,617.42
Ratlam,2025-06-24,June,35.79,710.34
Ratlam,2025-06-25,June,41.95,648.53
Ratlam,2025-06-26,June,39.79,712.07
Ratlam,2025-06-27,June,42.49,600.6
Ratlam,2025-06-28,June,37.74,589.76
Ratlam,2025-06-29,June,38.2,637.61
Ratlam,2025-06-30,June,43.84,687.4
Ratlam,2025-07-01,July,38.92,722.89
Ratlam,2025-07-02,July,41.75,745.37
Ratlam,2025-07-03,July,38.76,552.79
Ratlam,2025-07-04,July,43.48,572.51
Ratlam,2025-07-05,July,40.64,585.79
Ratlam,2025-07-06,July,35.81,726.35
Ratlam,2025-07-07,July,40.13,686.71
Ratlam,2025-07-08,July,40.35,735.6
Ratlam,2025-07-09,July,41.51,693.76
Ratlam,2025-07-10,July,37.87,657.41
Ratlam,2025-07-11,July,37.53,661.01
Ratlam,2025-07-12,July,36.92,642.02
Ratlam,2025-07-13,July,35.2,731.37
Ratlam,2025-07-14,July,43.78,552.47
Ratlam,2025-07-15,July,36.68,619.52
Ratlam,2025-07-16,July,38.99,744.62
Ratlam,2025-07-17,July,36.19,670.69
Ratlam,2025-07-18,July,34.19,667.05
Ratlam,2025-07-19,July,36.82,620.72
Ratlam,2025-07-20,July,43.16,621.98
Ratlam,2025-07-21,July,43.13,556.81
Ratlam,2025-07-22,July,34.17,584.41
Ratlam,2025-07-23,July,40.8,690.38
Ratlam,2025-07-24,July,34.93,619.88
Ratlam,2025-07-25,July,42.55,736.39
Ratlam,2025-07-26,July,43.12,653.12
Ratlam,2025-07-27,July,35.0,717.29
Ratlam,2025-07-28,July,43.08,619.55
Ratlam,2025-07-29,July,36.05,731.57
Ratlam,2025-07-30,July,41.28,748.73
Ratlam,2025-07-31,July,43.37,694.81
Ratlam,2025-08-01,August,30.65,494.44
Ratlam,2025-08-02,August,32.69,547.55
Ratlam,2025-08-03,August,32.26,474.92
Ratlam,2025-08-04,August,34.32,552.67
Ratlam,2025-08-05,August,30.06,561.07
Ratlam,2025-08-06,August,32.19,470.7
Ratlam,2025-08-07,August,30.27,599.99
Ratlam,2025-08-08,August,30.25,477.6
Ratlam,2025-08-09,August,31.47,562.49
Ratlam,2025-08-10,August,31.32,589.44
Ratlam,2025-08-11,August,31.41,467.26
Ratlam,2025-08-12,August,30.93,474.89
Ratlam,2025-08-13,August,28.82,486.66
Ratlam,2025-08-14,August,34.59,479.23
Ratlam,2025-08-15,August,29.2,577.92
Ratlam,2025-08-16,August,28.8,516.89
Ratlam,2025-08-17,August,32.56,506.79
Ratlam,2025-08-18,August,30.53,595.82
Ratlam,2025-08-19,August,30.23,567.74
Ratlam,2025-08-20,August,30.96,577.07
Ratlam,2025-08-21,August,33.01,522.33
Ratlam,2025-08-22,August,29.27,541.43
Ratlam,2025-08-23,August,34.33,507.61
Ratlam,2025-08-24,August,31.45,593.6
Ratlam,2025-08-25,August,32.02,525.43
Ratlam,2025-08-26,August,33.32,533.58
Ratlam,2025-08-27,August,34.85,577.52
Ratlam,2025-08-28,August,30.16,585.05
Ratlam,2025-08-29,August,31.98,544.0
Ratlam,2025-08-30,August,32.23,583.35
Ratlam,2025-08-31,August,31.64,451.26
Ratlam,2025-09-01,September,32.84,553.78
Ratlam,2025-09-02,September,32.02,455.58
Ratlam,2025-09-03,September,31.94,577.87
Ratlam,2025-09-04,September,32.38,543.56
Ratlam,2025-09-05,September,30.33,514.7
Ratlam,2025-09-06,September,28.85,505.23
Ratlam,2025-09-07,September,31.62,533.53
Ratlam,2025-09-08,September,32.15,482.04
Ratlam,2025-09-09,September,32.81,476.04
Ratlam,2025-09-10,September,28.03,512.28
Ratlam,2025-09-11,September,30.54,536.7
Ratlam,2025-09-12,September,28.55,537.27
Ratlam,2025-09-13,September,28.64,520.15
Ratlam,2025-09-14,September,28.5,457.37
Ratlam,2025-09-15,September,34.63,559.24
Ratlam,2025-09-16,September,28.16,574.41
Ratlam,2025-09-17,September,34.77,463.68
Ratlam,2025-09-18,September,31.72,451.85
Ratlam,2025-09-19,September,31.37,563.69
Ratlam,2025-09-20,September,30.34,484.8
Ratlam,2025-09-21,September,33.05,494.54
Ratlam,2025-09-22,September,29.55,494.27
Ratlam,2025-09-23,September,32.23,581.66
Ratlam,2025-09-24,September,32.13,482.48
Ratlam,2025-09-25,September,34.06,540.29
Ratlam,2025-09-26,September,32.18,577.62
Ratlam,2025-09-27,September,34.42,510.07
Ratlam,2025-09-28,September,30.6,554.08
Ratlam,2025-09-29,September,34.65,454.18
Ratlam,2025-09-30,September,33.05,453.67
Ratlam,2025-10-01,October,25.32,400.45
Ratlam,2025-10-02,October,27.37,447.36
Ratlam,2025-10-03,October,23.43,458.36
Ratlam,2025-10-04,October,24.66,423.75
Ratlam,2025-10-05,October,23.56,407.07
Ratlam,2025-10-06,October,27.04,412.69
Ratlam,2025-10-07,October,25.73,388.67
Ratlam,2025-10-08,October,26.69,412.99
Ratlam,2025-10-09,October,24.64,490.9
Ratlam,2025-10-10,October,23.09,437.59
Ratlam,2025-10-11,October,27.14,373.48
Ratlam,2025-10-12,October,27.82,450.72
Ratlam,2025-10-13,October,25.39,418.03
Ratlam,2025-10-14,October,25.56,406.41
Ratlam,2025-10-15,October,24.19,420.13
Ratlam,2025-10-16,October,23.21,487.31
Ratlam,2025-10-17,October,23.49,396.13
Ratlam,2025-10-18,October,22.54,380.25
Ratlam,2025-10-19,October,20.17,482.19
Ratlam,2025-10-20,October,26.04,418.73
Ratlam,2025-10-21,October,22.77,447.88
Ratlam,2025-10-22,October,23.44,462.7
Ratlam,2025-10-23,October,21.37,452.12
Ratlam,2025-10-24,October,24.12,456.02
Ratlam,2025-10-25,October,26.56,467.97
Ratlam,2025-10-26,October,24.96,442.35
Ratlam,2025-10-27,October,21.67,486.75
Ratlam,2025-10-28,October,26.74,444.44
Ratlam,2025-10-29,October,27.62,403.51
Ratlam,2025-10-30,October,22.17,425.51
Ratlam,2025-10-31,October,22.87,371.07
Ratlam,2025-11-01,November,27.99,418.43
Ratlam,2025-11-02,November,22.36,392.7
Ratlam,2025-11-03,November,27.05,478.59
Ratlam,2025-11-04,November,25.73,434.34
Ratlam,2025-11-05,November,22.7,444.97
Ratlam,2025-11-06,November,21.92,475.14
Ratlam,2025-11-07,November,22.07,449.15
Ratlam,2025-11-08,November,23.48,421.92
Ratlam,2025-11-09,November,23.23,377.7
Ratlam,2025-11-10,November,21.3,484.68
Ratlam,2025-11-11,November,26.85,405.69
Ratlam,2025-11-12,November,22.63,428.94
Ratlam,2025-11-13,November,25.51,372.96
Ratlam,2025-11-14,November,20.3,359.36
Ratlam,2025-11-15,November,27.87,486.53
Ratlam,2025-11-16,November,20.32,484.72
Ratlam,2025-11-17,November,24.9,420.19
Ratlam,2025-11-18,November,25.34,375.44
Ratlam,2025-11-19,November,27.13,403.84
Ratlam,2025-11-20,November,25.22,471.56
Ratlam,2025-11-21,November,23.77,452.17
Ratlam,2025-11-22,November,25.45,486.84
Ratlam,2025-11-23,November,25.17,475.69
Ratlam,2025-11-24,November,25.07,436.01
Ratlam,2025-11-25,November,22.84,400.41
Ratlam,2025-11-26,November,22.44,431.09
Ratlam,2025-11-27,November,24.62,374.99
Ratlam,2025-11-28,November,22.39,402.88
Ratlam,2025-11-29,November,23.74,426.07
Ratlam,2025-11-30,November,20.02,415.95
Ratlam,2025-12-01,December,27.22,367.6
Ratlam,2025-12-02,December,25.69,393.74
Ratlam,2025-12-03,December,27.6,401.43
Ratlam,2025-12-04,December,25.02,373.03
Ratlam,2025-12-05,December,25.93,499.58
Ratlam,2025-12-06,December,20.87,453.18
Ratlam,2025-12-07,December,23.4,412.27
Ratlam,2025-12-08,December,23.24,374.56
Ratlam,2025-12-09,December,27.82,414.59
Ratlam,2025-12-10,December,21.29,496.38
Ratlam,2025-12-11,December,27.37,489.42
Ratlam,2025-12-12,December,20.39,461.59
Ratlam,2025-12-13,December,21.31,456.63
Ratlam,2025-12-14,December,26.66,450.14
Ratlam,2025-12-15,December,22.45,361.62
Ratlam,2025-12-16,December,22.66,357.87
Ratlam,2025-12-17,December,25.0,473.77
Ratlam,2025-12-18,December,23.18,475.88
Ratlam,2025-12-19,December,25.7,489.36
Ratlam,2025-12-20,December,21.14,358.02
Ratlam,2025-12-21,December,22.7,476.84
Ratlam,2025-12-22,December,27.17,409.19
Ratlam,2025-12-23,December,21.86,364.43
Ratlam,2025-12-24,December,24.59,436.41
Ratlam,2025-12-25,December,21.23,498.59
Ratlam,2025-12-26,December,24.81,479.8
Ratlam,2025-12-27,December,27.85,442.91
Ratlam,2025-12-28,December,22.62,381.04
Ratlam,2025-12-29,December,27.78,351.25
Ratlam,2025-12-30,December,24.9,427.24
Ratlam,2025-12-31,December,26.82,437.13
Dewas,2025-01-01,January,20.57,360.2
Dewas,2025-01-02,January,25.66,373.81
Dewas,2025-01-03,January,21.12,491.47
Dewas,2025-01-04,January,21.3,375.99
Dewas,2025-01-05,January,20.16,439.82
Dewas,2025-01-06,January,25.33,468.82
Dewas,2025-01-07,January,27.92,476.93
Dewas,2025-01-08,January,23.96,456.28
Dewas,2025-01-09,January,21.76,409.54
Dewas,2025-01-10,January,23.85,385.55
Dewas,2025-01-11,January,26.25,485.4
Dewas,2025-01-12,January,21.06,436.6
Dewas,2025-01-13,January,22.2,417.26
Dewas,2025-01-14,January,20.26,355.05
Dewas,2025-01-15,January,24.91,357.03
Dewas,2025-01-16,January,25.04,477.6
Dewas,2025-01-17,January,23.01,478.65
Dewas,2025-01-18,January,20.59,476.93
Dewas,2025-01-19,January,24.22,445.96
Dewas,2025-01-20,January,23.38,353.27
Dewas,2025-01-21,January,22.99,413.03
Dewas,2025-01-22,January,25.84,449.28
Dewas,2025-01-23,January,21.84,434.88
Dewas,2025-01-24,January,22.07,497.2
Dewas,2025-01-25,January,20.2,498.05
Dewas,2025-01-26,January,20.57,488.18
Dewas,2025-01-27,January,22.91,460.84
Dewas,2025-01-28,January,26.69,364.77
Dewas,2025-01-29,January,27.24,463.08
Dewas,2025-01-30,January,25.7,469.1
Dewas,2025-01-31,January,27.56,424.8
Dewas,2025-02-01,February,23.62,462.96
Dewas,2025-02-02,February,25.96,394.31
Dewas,2025-02-03,February,20.87,429.39
Dewas,2025-02-04,February,27.21,440.25
Dewas,2025-02-05,February,20.45,407.76
Dewas,2025-02-06,February,27.67,391.49
Dewas,2025-02-07,February,27.51,360.75
Dewas,2025-02-08,February,27.05,352.77
Dewas,2025-02-09,February,22.91,449.06
Dewas,2025-02-10,February,24.24,377.06
Dewas,2025-02-11,February,24.64,490.09
Dewas,2025-02-12,February,27.37,364.44
Dewas,2025-02-13,February,22.23,379.51
Dewas,2025-02-14,February,21.08,390.63
Dewas,2025-02-15,February,22.65,359.51
Dewas,2025-02-16,February,21.95,395.47
Dewas,2025-02-17,February,25.16,414.99
Dewas,2025-02-18,February,22.06,440.68
Dewas,2025-02-19,February,27.66,357.69
Dewas,2025-02-20,February,24.39,498.6
Dewas,2025-02-21,February,24.56,426.61
Dewas,2025-02-22,February,23.35,361.82
Dewas,2025-02-23,February,21.5,490.71
Dewas,2025-02-24,February,24.14,412.46
Dewas,2025-02-25,February,23.09,486.0
Dewas,2025-02-26,February,26.97,350.28
Dewas,2025-02-27,February,23.09,403.29
Dewas,2025-02-28,February,21.78,364.1
Dewas,2025-03-01,March,31.65,518.99
Dewas,2025-03-02,March,28.96,537.18
Dewas,2025-03-03,March,29.01,538.63
Dewas,2025-03-04,March,29.34,503.19
Dewas,2025-03-05,March,33.85,466.2
Dewas,2025-03-06,March,28.68,599.61
Dewas,2025-03-07,March,33.65,563.89
Dewas,2025-03-08,March,33.03,493.54
Dewas,2025-03-09,March,31.09,462.85
Dewas,2025-03-10,March,34.31,462.68
Dewas,2025-03-11,March,28.57,574.62
Dewas,2025-03-12,March,28.69,455.12
Dewas,2025-03-13,March,33.12,501.61
Dewas,2025-03-14,March,28.14,523.41
Dewas,2025-03-15,March,31.8,576.56
Dewas,2025-03-16,March,32.37,462.55
Dewas,2025-03-17,March,33.33,549.93
Dewas,2025-03-18,March,28.17,565.6
Dewas,2025-03-19,March,29.42,451.8
Dewas,2025-03-20,March,29.11,534.54
Dewas,2025-03-21,March,33.77,460.14
Dewas,2025-03-22,March,30.31,522.63
Dewas,2025-03-23,March,31.08,507.12
Dewas,2025-03-24,March,34.26,583.49
Dewas,2025-03-25,March,31.32,457.36
Dewas,2025-03-26,March,28.35,504.52
Dewas,2025-03-27,March,32.04,514.97
Dewas,2025-03-28,March,31.04,453.38
Dewas,2025-03-29,March,32.77,557.6
Dewas,2025-03-30,March,32.23,587.32
Dewas,2025-03-31,March,34.4,555.59
Dewas,2025-04-01,April,36.89,580.91
Dewas,2025-04-02,April,38.47,637.91
Dewas,2025-04-03,April,42.62,667.39
Dewas,2025-04-04,April,40.72,635.69
Dewas,2025-04-05,April,36.53,613.22
Dewas,2025-04-06,April,37.4,658.66
Dewas,2025-04-07,April,39.69,557.59
Dewas,2025-04-08,April,35.86,567.33
Dewas,2025-04-09,April,40.29,734.27
Dewas,2025-04-10,April,39.08,554.9
Dewas,2025-04-11,April,43.19,648.37
Dewas,2025-04-12,April,35.29,739.02
Dewas,2025-04-13,April,35.27,566.03
Dewas,2025-04-14,April,39.14,646.26
Dewas,2025-04-15,April,41.57,665.32
Dewas,2025-04-16,April,34.45,555.75
Dewas,2025-04-17,April,43.92,615.55
Dewas,2025-04-18,April,38.15,678.43
Dewas,2025-04-19,April,40.73,601.45
Dewas,2025-04-20,April,41.75,597.13
Dewas,2025-04-21,April,35.78,682.72
Dewas,2025-04-22,April,34.91,608.98
Dewas,2025-04-23,April,40.14,745.15
Dewas,2025-04-24,April,35.57,663.84
Dewas,2025-04-25,April,41.3,693.6
Dewas,2025-04-26,April,40.58,722.82
Dewas,2025-04-27,April,41.15,607.45
Dewas,2025-04-28,April,38.74,650.94
Dewas,2025-04-29,April,39.59,630.35
Dewas,2025-04-30,April,43.24,585.24
Dewas,2025-05-01,May,34.45,742.72
Dewas,2025-05-02,May,43.33,656.64
Dewas,2025-05-03,May,43.73,589.32
Dewas,2025-05-04,May,36.66,749.89
Dewas,2025-05-05,May,39.96,661.01
Dewas,2025-05-06,May,40.66,567.48
Dewas,2025-05-07,May,34.02,659.73
Dewas,2025-05-08,May,37.69,720.19
