City,Year,Month,Date,Temperature (°C),Total_Consumption_kWh
Ratlam,2020,May,04-05-2020,37.2,3719
Ratlam,2020,May,05-05-2020,37.9,4492
Ratlam,2020,May,06-05-2020,39.5,3842
Ratlam,2020,May,07-05-2020,38.4,4337
Ratlam,2020,May,08-05-2020,37.7,3290
Ratlam,2020,May,09-05-2020,37.9,2743
Ratlam,2020,May,10-05-2020,38.5,2965
Ratlam,2020,May,11-05-2020,37.6,4775
Ratlam,2020,May,12-05-2020,36.6,4328
Ratlam,2020,May,13-05-2020,36.4,4085
Ratlam,2020,May,14-05-2020,36,3256
Ratlam,2020,May,15-05-2020,35.3,3585
Ratlam,2020,May,16-05-2020,34.7,2965
Ratlam,2020,May,17-05-2020,34.1,2639
Ratlam,2020,May,18-05-2020,33,4376
Ratlam,2020,May,19-05-2020,33.4,3680
Ratlam,2020,May,20-05-2020,32.2,4427
Ratlam,2020,May,21-05-2020,32.7,3610
Ratlam,2020,May,22-05-2020,31.3,3656
Ratlam,2020,May,23-05-2020,33.1,3312
Ratlam,2020,May,24-05-2020,32.9,3456
Ratlam,2020,May,25-05-2020,33.4,3803
Ratlam,2020,May,26-05-2020,32,4015
Ratlam,2020,May,27-05-2020,32.7,3496
Ratlam,2020,May,28-05-2020,32.4,4574
Ratlam,2020,May,29-05-2020,34.8,3559
Ratlam,2020,May,30-05-2020,33,3675
Ratlam,2020,May,31-05-2020,34.7,3436
Ratlam,2020,June,01-06-2020,38.8,3865
Ratlam,2020,June,02-06-2020,39.1,3510
Ratlam,2020,June,03-06-2020,38.6,4565
Ratlam,2020,June,04-06-2020,39.3,3939
Ratlam,2020,June,05-06-2020,39,3567
Ratlam,2020,June,06-06-2020,40.1,3337
Ratlam,2020,June,07-06-2020,38.4,3599
Ratlam,2020,June,08-06-2020,40.2,3504
Ratlam,2020,June,09-06-2020,38.8,3322
Ratlam,2020,June,10-06-2020,39.2,4091
Ratlam,2020,June,11-06-2020,39.3,3303
Ratlam,2020,June,12-06-2020,38.8,3919
Ratlam,2020,June,13-06-2020,39.3,3134
Ratlam,2020,June,14-06-2020,37.8,4026
Ratlam,2020,June,15-06-2020,36.4,5012
Ratlam,2020,June,16-06-2020,35.3,3582
Ratlam,2020,June,17-06-2020,37.1,2842
Ratlam,2020,June,18-06-2020,36.4,3333
Ratlam,2020,June,19-06-2020,36.3,3825
Ratlam,2020,June,20-06-2020,34.3,3431
Ratlam,2020,June,21-06-2020,34.5,3314
Ratlam,2020,June,22-06-2020,34.8,3522
Ratlam,2020,June,23-06-2020,31.5,2726
Ratlam,2020,June,24-06-2020,35.1,3886
Ratlam,2020,June,25-06-2020,35,3488
Ratlam,2020,June,26-06-2020,34.7,3632
Ratlam,2020,June,27-06-2020,35.9,2982
Ratlam,2020,June,28-06-2020,35.2,2892
Ratlam,2020,June,29-06-2020,37.3,3942
Ratlam,2020,June,30-06-2020,36.2,3798
Ratlam,2020,July,01-07-2020,35.5,3106
Ratlam,2020,July,02-07-2020,36.5,4214
Ratlam,2020,July,03-07-2020,37.5,3967
Ratlam,2020,July,04-07-2020,38.9,2629
Ratlam,2020,July,05-07-2020,38.9,3250
Ratlam,2020,July,06-07-2020,38.7,3928
Ratlam,2020,July,07-07-2020,37.7,3408
Ratlam,2020,July,08-07-2020,38.3,3954
Ratlam,2020,July,09-07-2020,39,3122
Ratlam,2020,July,10-07-2020,39.6,3599
Ratlam,2020,July,11-07-2020,37.5,3907
Ratlam,2020,July,12-07-2020,39.3,3860
Ratlam,2020,July,13-07-2020,36.9,4328
Ratlam,2020,July,14-07-2020,37,3066
Ratlam,2020,July,15-07-2020,37.1,4681
Ratlam,2020,July,16-07-2020,35.5,4304
Ratlam,2020,July,17-07-2020,34.8,3456
Ratlam,2020,July,18-07-2020,34.5,3208
Ratlam,2020,July,19-07-2020,33.9,2618
Ratlam,2020,July,20-07-2020,33.8,4094
Ratlam,2020,July,21-07-2020,32.8,3876
Ratlam,2020,July,22-07-2020,32.9,3588
Ratlam,2020,July,23-07-2020,33.1,3176
Ratlam,2020,July,24-07-2020,32.9,3476
Ratlam,2020,July,25-07-2020,33.3,2516
Ratlam,2020,July,26-07-2020,34,2830
Ratlam,2020,July,27-07-2020,34.5,3708
Ratlam,2020,July,28-07-2020,34.7,2694
Ratlam,2020,July,29-07-2020,36.1,4316
Ratlam,2020,July,30-07-2020,35.5,4248
Ratlam,2020,July,31-07-2020,34.9,3319
Ratlam,2020,August,01-08-2020,35.5,2843
Ratlam,2020,August,02-08-2020,36.4,4022
Ratlam,2020,August,03-08-2020,37,3578
Ratlam,2020,August,04-08-2020,37,4205
Ratlam,2020,August,05-08-2020,36.4,3445
Ratlam,2020,August,06-08-2020,38.2,4160
Ratlam,2020,August,07-08-2020,38.3,3718
Ratlam,2020,August,08-08-2020,37.5,4071
Ratlam,2020,August,09-08-2020,38,3476
Ratlam,2020,August,10-08-2020,37.2,4766
Ratlam,2020,August,11-08-2020,38,3544
Ratlam,2020,August,12-08-2020,38.2,3576
Ratlam,2020,August,13-08-2020,36.3,3905
Ratlam,2020,August,14-08-2020,36.1,3648
Ratlam,2020,August,15-08-2020,34.7,4408
Ratlam,2020,August,16-08-2020,36,4685
Ratlam,2020,August,17-08-2020,34.9,3327
Ratlam,2020,August,18-08-2020,33.4,3787
Ratlam,2020,August,19-08-2020,33.3,3731
Ratlam,2020,August,20-08-2020,31.9,3355
Ratlam,2020,August,21-08-2020,32.9,4046
Ratlam,2020,August,22-08-2020,33.1,3868
Ratlam,2020,August,23-08-2020,30.9,3470
Ratlam,2020,August,24-08-2020,30.4,3796
Ratlam,2020,August,25-08-2020,30.9,3954
Ratlam,2020,August,26-08-2020,33.5,3658
Ratlam,2020,August,27-08-2020,33.5,4748
Ratlam,2020,August,28-08-2020,34.7,4164
Ratlam,2020,August,29-08-2020,33.3,3322
Ratlam,2020,August,30-08-2020,34.9,2820
Ratlam,2020,August,31-08-2020,34.8,3919
Ratlam,2020,September,01-09-2020,32.2,4090
Ratlam,2020,September,02-09-2020,32.5,3301
Ratlam,2020,September,03-09-2020,35,3828
Ratlam,2020,September,04-09-2020,33.8,3757
Ratlam,2020,September,05-09-2020,34.5,2519
Ratlam,2020,September,06-09-2020,34.6,4080
Ratlam,2020,September,07-09-2020,35.5,3503
Ratlam,2020,September,08-09-2020,34.5,4220
Ratlam,2020,September,09-09-2020,33.7,3663
Ratlam,2020,September,10-09-2020,35.9,3075
Ratlam,2020,September,11-09-2020,33.4,3528
Ratlam,2020,September,12-09-2020,33.1,3029
Ratlam,2020,September,13-09-2020,34,3224
Ratlam,2020,September,14-09-2020,33.4,3795
Ratlam,2020,September,15-09-2020,30.9,4452
Ratlam,2020,September,16-09-2020,31.2,3631
Ratlam,2020,September,17-09-2020,31.4,3737
Ratlam,2020,September,18-09-2020,29.9,4322
Ratlam,2020,September,19-09-2020,30.3,3646
Ratlam,2020,September,20-09-2020,29.6,3034
Ratlam,2020,September,21-09-2020,30.6,4395
Ratlam,2020,September,22-09-2020,28.9,4181
Ratlam,2020,September,23-09-2020,28.7,3562
Ratlam,2020,September,24-09-2020,28.7,3785
Ratlam,2020,September,25-09-2020,29.8,3154
Ratlam,2020,September,26-09-2020,30.3,3986
Ratlam,2020,September,27-09-2020,30.1,2401
Ratlam,2020,September,28-09-2020,29.7,3817
Ratlam,2020,September,29-09-2020,30.4,3683
Ratlam,2020,September,30-09-2020,31.6,4078
Ratlam,2020,October,01-10-2020,29.6,2394
Ratlam,2020,October,02-10-2020,28.6,3284
Ratlam,2020,October,03-10-2020,29.8,2283
Ratlam,2020,October,04-10-2020,29.2,3007
Ratlam,2020,October,05-10-2020,31.2,2377
Ratlam,2020,October,06-10-2020,30.7,2964
Ratlam,2020,October,07-10-2020,30.5,2291
Ratlam,2020,October,08-10-2020,30.3,3012
Ratlam,2020,October,09-10-2020,30.8,3198
Ratlam,2020,October,10-10-2020,31,2430
Ratlam,2020,October,11-10-2020,29.2,2087
Ratlam,2020,October,12-10-2020,31.4,3714
Ratlam,2020,October,13-10-2020,29,2748
Ratlam,2020,October,14-10-2020,28.5,3054
Ratlam,2020,October,15-10-2020,28.3,3317
Ratlam,2020,October,16-10-2020,27.1,3932
Ratlam,2020,October,17-10-2020,26.5,1674
Ratlam,2020,October,18-10-2020,26.9,3667
Ratlam,2020,October,19-10-2020,26,2377
Ratlam,2020,October,20-10-2020,25.1,2072
Ratlam,2020,October,21-10-2020,25.8,2189
Ratlam,2020,October,22-10-2020,24.9,3629
Ratlam,2020,October,23-10-2020,24.7,2861
Ratlam,2020,October,24-10-2020,26,2642
Ratlam,2020,October,25-10-2020,25.1,2824
Ratlam,2020,October,26-10-2020,26.2,2665
Ratlam,2020,October,27-10-2020,26.5,3015
Ratlam,2020,October,28-10-2020,25.7,2892
Ratlam,2020,October,29-10-2020,27.9,3361
Ratlam,2020,October,30-10-2020,27.9,2830
Ratlam,2020,October,31-10-2020,28.2,3358
Ratlam,2020,November,01-11-2020,23.7,2856
Ratlam,2020,November,02-11-2020,24.8,2796
Ratlam,2020,November,03-11-2020,25.2,2376
Ratlam,2020,November,04-11-2020,24.7,2276
Ratlam,2020,November,05-11-2020,25.7,3771
Ratlam,2020,November,06-11-2020,27,2602
Ratlam,2020,November,07-11-2020,25.7,2209
Ratlam,2020,November,08-11-2020,26.2,3602
Ratlam,2020,November,09-11-2020,26,2025
Ratlam,2020,November,10-11-2020,24.1,2453
Ratlam,2020,November,11-11-2020,23.8,2298
Ratlam,2020,November,12-11-2020,24.6,2088
Ratlam,2020,November,13-11-2020,24.2,2977
Ratlam,2020,November,14-11-2020,23.6,2427
Ratlam,2020,November,15-11-2020,22,2413
Ratlam,2020,November,16-11-2020,22.9,3231
Ratlam,2020,November,17-11-2020,21.2,2275
Ratlam,2020,November,18-11-2020,22.3,3313
Ratlam,2020,November,19-11-2020,20.4,2697
Ratlam,2020,November,20-11-2020,19.5,2408
Ratlam,2020,November,21-11-2020,20.4,2387
Ratlam,2020,November,22-11-2020,19.7,3529
Ratlam,2020,November,23-11-2020,19.9,2111
Ratlam,2020,November,24-11-2020,20.6,3074
Ratlam,2020,November,25-11-2020,19.9,2450
Ratlam,2020,November,26-11-2020,20.7,3573
Ratlam,2020,November,27-11-2020,20.1,2771
Ratlam,2020,November,28-11-2020,22.3,2289
Ratlam,2020,November,29-11-2020,22.4,2099
Ratlam,2020,November,30-11-2020,24.5,2833
Ratlam,2020,December,01-12-2020,19.1,2070
Ratlam,2020,December,02-12-2020,19.4,3189
Ratlam,2020,December,03-12-2020,19.9,2777
Ratlam,2020,December,04-12-2020,19.7,2755
Ratlam,2020,December,05-12-2020,20,2682
Ratlam,2020,December,06-12-2020,20.7,2765
Ratlam,2020,December,07-12-2020,19.6,2847
Ratlam,2020,December,08-12-2020,20.5,2572
Ratlam,2020,December,09-12-2020,21.1,2046
Ratlam,2020,December,10-12-2020,21.3,2602
Ratlam,2020,December,11-12-2020,19,3154
Ratlam,2020,December,12-12-2020,20.5,2578
Ratlam,2020,December,13-12-2020,20.3,3113
Ratlam,2020,December,14-12-2020,20.7,3383
Ratlam,2020,December,15-12-2020,19.2,2886
Ratlam,2020,December,16-12-2020,17.6,3136
Ratlam,2020,December,17-12-2020,16.3,2584
Ratlam,2020,December,18-12-2020,15.8,2861
Ratlam,2020,December,19-12-2020,15.5,3406
Ratlam,2020,December,20-12-2020,16.3,2976
Ratlam,2020,December,21-12-2020,15.3,2984
Ratlam,2020,December,22-12-2020,15,2477
Ratlam,2020,December,23-12-2020,14.5,2506
Ratlam,2020,December,24-12-2020,14.5,3259
Ratlam,2020,December,25-12-2020,16.2,3801
Ratlam,2020,December,26-12-2020,15.5,2010
Ratlam,2020,December,27-12-2020,16,2600
Ratlam,2020,December,28-12-2020,16.9,3240
Ratlam,2020,December,29-12-2020,17.4,2276
Ratlam,2020,December,30-12-2020,19.3,3053
Ratlam,2020,December,31-12-2020,17.9,3785
Ratlam,2021,January,01-01-2021,15.7,3835
Ratlam,2021,January,02-01-2021,17.1,3069
Ratlam,2021,January,03-01-2021,17.6,2854
Ratlam,2021,January,04-01-2021,18.6,2957
Ratlam,2021,January,05-01-2021,18.1,3167
Ratlam,2021,January,06-01-2021,20.2,1563
Ratlam,2021,January,07-01-2021,20.2,2781
Ratlam,2021,January,08-01-2021,20,3244
Ratlam,2021,January,09-01-2021,19.4,3859
Ratlam,2021,January,10-01-2021,20.3,1750
Ratlam,2021,January,11-01-2021,19.2,3156
Ratlam,2021,January,12-01-2021,18,2507
Ratlam,2021,January,13-01-2021,17.1,3036
Ratlam,2021,January,14-01-2021,17.5,2152
Ratlam,2021,January,15-01-2021,16.7,2198
Ratlam,2021,January,16-01-2021,15.9,2639
Ratlam,2021,January,17-01-2021,15.3,3009
Ratlam,2021,January,18-01-2021,15.1,2111
Ratlam,2021,January,19-01-2021,14.8,2311
Ratlam,2021,January,20-01-2021,13,2102
Ratlam,2021,January,21-01-2021,13.7,3268
Ratlam,2021,January,22-01-2021,12.5,3360
Ratlam,2021,January,23-01-2021,12.3,3016
Ratlam,2021,January,24-01-2021,12.5,3543
Ratlam,2021,January,25-01-2021,12.6,2387
Ratlam,2021,January,26-01-2021,14,2701
Ratlam,2021,January,27-01-2021,13.6,2382
Ratlam,2021,January,28-01-2021,13.6,3195
Ratlam,2021,January,29-01-2021,13.6,3155
Ratlam,2021,January,30-01-2021,15.7,2055
Ratlam,2021,January,31-01-2021,16.6,2275
Ratlam,2021,February,01-02-2021,19.8,3810
Ratlam,2021,February,02-02-2021,20.5,3612
Ratlam,2021,February,03-02-2021,21.4,3927
Ratlam,2021,February,04-02-2021,21,2456
Ratlam,2021,February,05-02-2021,21.1,2943
Ratlam,2021,February,06-02-2021,21.9,2207
Ratlam,2021,February,07-02-2021,21.4,2780
Ratlam,2021,February,08-02-2021,20.9,2112
Ratlam,2021,February,09-02-2021,21.3,2552
Ratlam,2021,February,10-02-2021,19.8,2645
Ratlam,2021,February,11-02-2021,20.3,3177
Ratlam,2021,February,12-02-2021,19.7,3671
Ratlam,2021,February,13-02-2021,17.7,2332
Ratlam,2021,February,14-02-2021,18.5,2399
Ratlam,2021,February,15-02-2021,17.2,3983
Ratlam,2021,February,16-02-2021,18.9,3013
Ratlam,2021,February,17-02-2021,17.4,1531
Ratlam,2021,February,18-02-2021,16.8,2429
Ratlam,2021,February,19-02-2021,15.2,2751
Ratlam,2021,February,20-02-2021,14.9,3162
Ratlam,2021,February,21-02-2021,16.2,2661
Ratlam,2021,February,22-02-2021,14.9,3139
Ratlam,2021,February,23-02-2021,16.9,3027
Ratlam,2021,February,24-02-2021,16.4,2947
Ratlam,2021,February,25-02-2021,17.3,2692
Ratlam,2021,February,26-02-2021,17.9,3096
Ratlam,2021,February,27-02-2021,18.6,3233
Ratlam,2021,February,28-02-2021,19.1,4010
Ratlam,2021,March,01-03-2021,26.7,2680
Ratlam,2021,March,02-03-2021,26.3,3135
Ratlam,2021,March,03-03-2021,25.7,2388
Ratlam,2021,March,04-03-2021,27.8,2708
Ratlam,2021,March,05-03-2021,26.8,3295
Ratlam,2021,March,06-03-2021,27.8,2661
Ratlam,2021,March,07-03-2021,28.2,2344
Ratlam,2021,March,08-03-2021,26.3,2921
Ratlam,2021,March,09-03-2021,28.4,2733
Ratlam,2021,March,10-03-2021,26.6,3432
Ratlam,2021,March,11-03-2021,26.1,3757
Ratlam,2021,March,12-03-2021,26.9,3172
Ratlam,2021,March,13-03-2021,25.3,2645
Ratlam,2021,March,14-03-2021,25.9,2974
Ratlam,2021,March,15-03-2021,23.8,3119
Ratlam,2021,March,16-03-2021,26.1,2911
Ratlam,2021,March,17-03-2021,24.7,2259
Ratlam,2021,March,18-03-2021,23.1,3125
Ratlam,2021,March,19-03-2021,23.8,3476
Ratlam,2021,March,20-03-2021,20.3,2031
Ratlam,2021,March,21-03-2021,22,2509
Ratlam,2021,March,22-03-2021,20.9,3245
Ratlam,2021,March,23-03-2021,21.6,2726
Ratlam,2021,March,24-03-2021,21.9,3181
Ratlam,2021,March,25-03-2021,21.8,3536
Ratlam,2021,March,26-03-2021,23,3453
Ratlam,2021,March,27-03-2021,23.4,2798
Ratlam,2021,March,28-03-2021,23.3,3672
Ratlam,2021,March,29-03-2021,25.2,2945
Ratlam,2021,March,30-03-2021,24.5,2389
Ratlam,2021,March,31-03-2021,25.2,2322
Ratlam,2021,April,01-04-2021,31.2,4019
Ratlam,2021,April,02-04-2021,33.4,4446
Ratlam,2021,April,03-04-2021,32.8,3187
Ratlam,2021,April,04-04-2021,34.1,3702
Ratlam,2021,April,05-04-2021,34.5,4065
Ratlam,2021,April,06-04-2021,32.8,4370
Ratlam,2021,April,07-04-2021,33.9,4007
Ratlam,2021,April,08-04-2021,35.4,3148
Ratlam,2021,April,09-04-2021,34,4452
Ratlam,2021,April,10-04-2021,33.2,3405
Ratlam,2021,April,11-04-2021,34,3481
Ratlam,2021,April,12-04-2021,32.7,3819
Ratlam,2021,April,13-04-2021,33,3783
Ratlam,2021,April,14-04-2021,34.4,3411
Ratlam,2021,April,15-04-2021,31.9,3694
Ratlam,2021,April,16-04-2021,30,4008
Ratlam,2021,April,17-04-2021,30,3514
Ratlam,2021,April,18-04-2021,30.3,2848
Ratlam,2021,April,19-04-2021,28.7,3312
Ratlam,2021,April,20-04-2021,28.8,4615
Ratlam,2021,April,21-04-2021,27.5,4623
Ratlam,2021,April,22-04-2021,27.5,4395
Ratlam,2021,April,23-04-2021,29,4185
Ratlam,2021,April,24-04-2021,27.9,3764
Ratlam,2021,April,25-04-2021,27.6,4195
Ratlam,2021,April,26-04-2021,28.8,3736
Ratlam,2021,April,27-04-2021,28.6,3000
Ratlam,2021,April,28-04-2021,28.6,3981
Ratlam,2021,April,29-04-2021,30.6,4517
Ratlam,2021,April,30-04-2021,29,3758
Ratlam,2021,May,01-05-2021,36.9,3511
Ratlam,2021,May,02-05-2021,36.6,3358
Ratlam,2021,May,03-05-2021,37.5,3323
Ratlam,2021,May,04-05-2021,38.7,3174
Ratlam,2021,May,05-05-2021,38.1,4550
Ratlam,2021,May,06-05-2021,37.5,3364
Ratlam,2021,May,07-05-2021,37.7,4927
Ratlam,2021,May,08-05-2021,38.1,2945
Ratlam,2021,May,09-05-2021,38.2,3763
Ratlam,2021,May,10-05-2021,37.7,4070
Ratlam,2021,May,11-05-2021,37.5,3343
Ratlam,2021,May,12-05-2021,36.1,3993
Ratlam,2021,May,13-05-2021,36.7,4162
Ratlam,2021,May,14-05-2021,35.3,3965
Ratlam,2021,May,15-05-2021,35.9,3519
Ratlam,2021,May,16-05-2021,35.3,3895
Ratlam,2021,May,17-05-2021,33.6,3845
Ratlam,2021,May,18-05-2021,33.6,3038
Ratlam,2021,May,19-05-2021,32.9,4066
Ratlam,2021,May,20-05-2021,33,4002
Ratlam,2021,May,21-05-2021,31.5,2575
Ratlam,2021,May,22-05-2021,31.6,4835
Ratlam,2021,May,23-05-2021,31.4,3913
Ratlam,2021,May,24-05-2021,31,3652
Ratlam,2021,May,25-05-2021,32.7,3746
Ratlam,2021,May,26-05-2021,33.7,3311
Ratlam,2021,May,27-05-2021,32.8,4191
Ratlam,2021,May,28-05-2021,31.9,3628
Ratlam,2021,May,29-05-2021,34.7,3782
Ratlam,2021,May,30-05-2021,33.8,3216
Ratlam,2021,May,31-05-2021,36,4105
Ratlam,2021,June,01-06-2021,39.3,4189
Ratlam,2021,June,02-06-2021,38.4,4351
Ratlam,2021,June,03-06-2021,38.9,3355
Ratlam,2021,June,04-06-2021,39.5,3981
Ratlam,2021,June,05-06-2021,39.9,3279
Ratlam,2021,June,06-06-2021,40,3752
Ratlam,2021,June,07-06-2021,40.5,3692
Ratlam,2021,June,08-06-2021,40.5,4037
Ratlam,2021,June,09-06-2021,39.9,3780
Ratlam,2021,June,10-06-2021,40.2,4486
Ratlam,2021,June,11-06-2021,38.9,4007
Ratlam,2021,June,12-06-2021,37.7,3403
Ratlam,2021,June,13-06-2021,38.2,2912
Ratlam,2021,June,14-06-2021,37.5,3934
Ratlam,2021,June,15-06-2021,35.9,4251
Ratlam,2021,June,16-06-2021,36.2,2878
Ratlam,2021,June,17-06-2021,35.3,3878
Ratlam,2021,June,18-06-2021,34.6,2746
Ratlam,2021,June,19-06-2021,34.7,4165
Ratlam,2021,June,20-06-2021,34.2,3967
Ratlam,2021,June,21-06-2021,34.2,3766
Ratlam,2021,June,22-06-2021,34.8,4152
Ratlam,2021,June,23-06-2021,33.9,3708
Ratlam,2021,June,24-06-2021,34.6,3572
Ratlam,2021,June,25-06-2021,35,3593
Ratlam,2021,June,26-06-2021,35.1,3744
Ratlam,2021,June,27-06-2021,35.4,3953
Ratlam,2021,June,28-06-2021,35.8,3674
Ratlam,2021,June,29-06-2021,36.3,4541
Ratlam,2021,June,30-06-2021,36.8,5049
Ratlam,2021,July,01-07-2021,37.4,4256
Ratlam,2021,July,02-07-2021,36.4,4461
Ratlam,2021,July,03-07-2021,38.6,3524
Ratlam,2021,July,04-07-2021,38,3798
Ratlam,2021,July,05-07-2021,39,3669
Ratlam,2021,July,06-07-2021,37.3,3901
Ratlam,2021,July,07-07-2021,38.2,4301
Ratlam,2021,July,08-07-2021,39.8,3530
Ratlam,2021,July,09-07-2021,41.1,3934
Ratlam,2021,July,10-07-2021,37.6,3833
Ratlam,2021,July,11-07-2021,38.4,4042
Ratlam,2021,July,12-07-2021,36.7,4131
Ratlam,2021,July,13-07-2021,37,4612
Ratlam,2021,July,14-07-2021,37.1,3904
Ratlam,2021,July,15-07-2021,36.5,3904
Ratlam,2021,July,16-07-2021,36.8,4077
Ratlam,2021,July,17-07-2021,35.6,4273
Ratlam,2021,July,18-07-2021,34.5,3668
Ratlam,2021,July,19-07-2021,34.7,3730
Ratlam,2021,July,20-07-2021,34.3,3888
Ratlam,2021,July,21-07-2021,33.6,3736
Ratlam,2021,July,22-07-2021,33.4,4078
Ratlam,2021,July,23-07-2021,32.4,3785
Ratlam,2021,July,24-07-2021,32.8,3709
Ratlam,2021,July,25-07-2021,32.4,3185
Ratlam,2021,July,26-07-2021,35.2,3415
Ratlam,2021,July,27-07-2021,34.9,2804
Ratlam,2021,July,28-07-2021,34.2,3817
Ratlam,2021,July,29-07-2021,33.6,4824
Ratlam,2021,July,30-07-2021,34.2,4014
Ratlam,2021,July,31-07-2021,36.4,4159
Ratlam,2021,August,01-08-2021,35.7,3280
Ratlam,2021,August,02-08-2021,37.1,3721
Ratlam,2021,August,03-08-2021,37.8,3434
Ratlam,2021,August,04-08-2021,37.4,4347
Ratlam,2021,August,05-08-2021,37,4239
Ratlam,2021,August,06-08-2021,38.8,3533
Ratlam,2021,August,07-08-2021,37.1,4604
Ratlam,2021,August,08-08-2021,37.5,3429
Ratlam,2021,August,09-08-2021,38.6,4006
Ratlam,2021,August,10-08-2021,37.7,3615
Ratlam,2021,August,11-08-2021,36.8,4540
Ratlam,2021,August,12-08-2021,37.8,3578
Ratlam,2021,August,13-08-2021,37,4437
Ratlam,2021,August,14-08-2021,35.4,3152
Ratlam,2021,August,15-08-2021,35.4,3861
Ratlam,2021,August,16-08-2021,35.3,4393
Ratlam,2021,August,17-08-2021,33.7,5021
Ratlam,2021,August,18-08-2021,33.5,4139
Ratlam,2021,August,19-08-2021,32.5,3589
Ratlam,2021,August,20-08-2021,33.6,4206
Ratlam,2021,August,21-08-2021,33.7,3304
Ratlam,2021,August,22-08-2021,33.5,4292
Ratlam,2021,August,23-08-2021,32,4208
Ratlam,2021,August,24-08-2021,31,3813
Ratlam,2021,August,25-08-2021,31.4,3983
Ratlam,2021,August,26-08-2021,33.9,3617
Ratlam,2021,August,27-08-2021,33.5,4186
Ratlam,2021,August,28-08-2021,34,4097
Ratlam,2021,August,29-08-2021,34.1,3713
Ratlam,2021,August,30-08-2021,34.3,3851
Ratlam,2021,August,31-08-2021,35.3,3095
Ratlam,2021,September,01-09-2021,31.4,4137
Ratlam,2021,September,02-09-2021,34,3094
Ratlam,2021,September,03-09-2021,33.1,4010
Ratlam,2021,September,04-09-2021,35.3,3393
Ratlam,2021,September,05-09-2021,35.3,3890
Ratlam,2021,September,06-09-2021,35.5,4101
Ratlam,2021,September,07-09-2021,35.8,4337
Ratlam,2021,September,08-09-2021,35.1,4925
Ratlam,2021,September,09-09-2021,33.5,4081
Ratlam,2021,September,10-09-2021,33.8,3762
Ratlam,2021,September,11-09-2021,34.8,3260
Ratlam,2021,September,12-09-2021,33,3811
Ratlam,2021,September,13-09-2021,34.6,3688
Ratlam,2021,September,14-09-2021,33.6,3787
Ratlam,2021,September,15-09-2021,31.3,2902
Ratlam,2021,September,16-09-2021,32.1,3804
Ratlam,2021,September,17-09-2021,31.8,4189
Ratlam,2021,September,18-09-2021,29.4,4458
Ratlam,2021,September,19-09-2021,28.7,3661
Ratlam,2021,September,20-09-2021,29.2,2940
Ratlam,2021,September,21-09-2021,29,3078
Ratlam,2021,September,22-09-2021,29,4206
Ratlam,2021,September,23-09-2021,28.5,4154
Ratlam,2021,September,24-09-2021,29,4735
Ratlam,2021,September,25-09-2021,29.1,3874
Ratlam,2021,September,26-09-2021,30.7,4262
Ratlam,2021,September,27-09-2021,29.6,2931
Ratlam,2021,September,28-09-2021,29.4,4817
Ratlam,2021,September,29-09-2021,30.4,3610
Ratlam,2021,September,30-09-2021,32.4,4233
Ratlam,2021,October,01-10-2021,29.3,2070
Ratlam,2021,October,02-10-2021,30,2188
Ratlam,2021,October,03-10-2021,31,2429
Ratlam,2021,October,04-10-2021,30.1,2522
Ratlam,2021,October,05-10-2021,29.8,2954
Ratlam,2021,October,06-10-2021,32,3092
Ratlam,2021,October,07-10-2021,30.7,3279
Ratlam,2021,October,08-10-2021,31.9,4110
Ratlam,2021,October,09-10-2021,31.5,3331
Ratlam,2021,October,10-10-2021,29.6,3056
Ratlam,2021,October,11-10-2021,30,3060
Ratlam,2021,October,12-10-2021,29,2734
Ratlam,2021,October,13-10-2021,28.9,2646
Ratlam,2021,October,14-10-2021,29,3260
Ratlam,2021,October,15-10-2021,30.1,2029
Ratlam,2021,October,16-10-2021,27.2,3179
Ratlam,2021,October,17-10-2021,26.3,2888
Ratlam,2021,October,18-10-2021,26.1,1953
Ratlam,2021,October,19-10-2021,27.1,2467
Ratlam,2021,October,20-10-2021,24.2,3033
Ratlam,2021,October,21-10-2021,25.4,2738
Ratlam,2021,October,22-10-2021,25.5,2477
Ratlam,2021,October,23-10-2021,26.3,2508
Ratlam,2021,October,24-10-2021,25.3,2793
Ratlam,2021,October,25-10-2021,25.6,3702
Ratlam,2021,October,26-10-2021,24.8,3554
Ratlam,2021,October,27-10-2021,25.3,3620
Ratlam,2021,October,28-10-2021,27.4,3049
Ratlam,2021,October,29-10-2021,26.6,3544
Ratlam,2021,October,30-10-2021,26.3,4140
Ratlam,2021,October,31-10-2021,28.4,1508
Ratlam,2021,November,01-11-2021,21.8,3432
Ratlam,2021,November,02-11-2021,25.1,2719
Ratlam,2021,November,03-11-2021,24.7,3371
Ratlam,2021,November,04-11-2021,25.9,3066
Ratlam,2021,November,05-11-2021,24.9,3821
Ratlam,2021,November,06-11-2021,26.9,2509
Ratlam,2021,November,07-11-2021,25.5,2971
Ratlam,2021,November,08-11-2021,26.8,3298
Ratlam,2021,November,09-11-2021,25.4,2857
Ratlam,2021,November,10-11-2021,26.1,2960
Ratlam,2021,November,11-11-2021,25,3786
Ratlam,2021,November,12-11-2021,25.1,2477
Ratlam,2021,November,13-11-2021,23,2186
Ratlam,2021,November,14-11-2021,23.5,3985
Ratlam,2021,November,15-11-2021,22.6,3923
Ratlam,2021,November,16-11-2021,22.8,3285
Ratlam,2021,November,17-11-2021,20.6,2797
Ratlam,2021,November,18-11-2021,22.8,3535
